Order ID,Order Date,Customer Name,Product Category,Region,Sales Channel,Units Sold,Unit Price,Order Notes,Revenue
2293,2023-05-14,Rita Nguyen,Footwear,South,Online,67,2236,Mr option quite best build woman east program fast they community manage cause.,149812
2294,2022-11-01,Melvin Peterson,Furniture,East,Wholesale,68,3234,Important believe technology computer population professional camera space get.,219912
2295,2021-05-04,Johnny Robinson,Clothing,South,Retail,34,4555,It hand audience day morning area provide edge a collection language word.,154870
2296,2020-10-02,Sarah Paul,Clothing,East,Retail,29,744,Side image report recognize space article back rock total soon smile also believe.,21576
2297,2021-11-23,Cheryl Nguyen,Furniture,West,Wholesale,2,1140,Cup measure whether expert two lawyer morning society bring attention.,2280
2298,2020-08-29,James Mcguire,Toys,South,Online,99,2327,Window movement great drop control up computer air so me many.,230373
2299,2023-05-24,Manuel Black,Books,East,Wholesale,35,2566,Task middle whether drop point test land south art raise car.,89810
2300,2023-06-28,Joel Jones,Books,South,Retail,12,1187,Seem everyone little reveal rise yes effort strategy charge back.,14244
2301,2020-05-05,Amanda Howard,Footwear,North,Wholesale,79,3511,Open always cover purpose determine daughter ever explain pay.,277369
2302,2020-08-04,Ryan Castillo,Clothing,West,Retail,34,92,Whole hour worry possible second success central issue expect key edge month top.,3128
2303,2023-08-22,Jessica Dean,,South,Wholesale,78,2383,Create necessary current audience wide trial hotel.,185874
2304,2023-04-23,Austin Bridges,Clothing,West,Online,14,4608,Message college world series country capital deep.,64512
2305,2022-11-28,Larry Clark,Electronics,North,Retail,15,2844,Increase early challenge begin national memory those share sort try good foreign.,42660
2306,2023-05-31,Karl Hamilton,Clothing,West,Retail,79,1073,Born plan present occur attention job statement too.,84767
2307,2023-04-22,Patricia Noble,Footwear,West,Wholesale,20,3569,Black cut share college at artist culture whose picture talk well war.,71380
2308,2021-05-09,Brandy Richards,Electronics,West,Wholesale,13,3763,Imagine large try tough too control.,48919
2309,2021-03-02,James Silva,Furniture,West,Wholesale,74,4836,Fly them condition like garden us catch.,357864
2310,2023-04-16,Samuel Newman,Electronics,West,Online,28,3301,Dog note enough law recently phone plan Congress.,92428
2311,2022-07-07,Thomas Lee,,East,Retail,42,839,Decade military line help may network talk floor music economic carry.,35238
2312,2023-12-22,Samantha Gomez,Toys,East,Wholesale,73,1966,Girl impact long energy edge you management.,143518
2313,2023-08-10,Robert Moore,Books,West,Retail,35,2151,Painting more boy may section rate themselves.,75285
2314,2020-05-30,Christy Mathews,Electronics,South,Online,47,563,Area visit near opportunity by piece open decide mind.,26461
2315,2021-01-18,Jessica Brooks,Groceries,East,Retail,81,2037,Person American for always employee choose.,164997
2316,2020-11-03,John Graham,Footwear,West,Wholesale,54,3804,Only name force short contain simply wait once.,205416
2317,2023-09-21,Anna Carlson,Groceries,West,Retail,54,3380,Effort water commercial case yeah deep can.,182520
2318,2022-01-15,Kelly Neal,Books,South,Retail,12,999,Phone property cell first interest group final down tell perhaps account bad.,11988
2319,2022-06-10,Lynn Sanchez,Clothing,East,Online,79,960,Or represent bank leader order PM election prove establish.,75840
2320,2021-01-09,Catherine Fitzpatrick,Groceries,East,Online,5,2005,Defense performance knowledge scientist bring read provide citizen mouth blue attack reason open.,10025
2321,2022-10-28,Brenda Conley,Toys,North,Online,1,3402,Finally boy name although imagine fill strategy American.,3402
2322,2023-09-26,Danielle Romero,Electronics,South,Online,82,2235,Write travel difference way summer would husband.,183270
2323,2020-05-08,Hunter Jenkins,Books,South,Retail,80,1954,Trade example successful soon share control road likely analysis structure war significant later.,156320
2324,2022-10-11,Jonathon Murray,Electronics,South,Retail,93,2798,Material south either open without above each policy.,260214
2325,2021-10-30,Sheila Burgess,Clothing,South,Retail,31,1031,True hear red join anyone how but produce.,31961
2326,2023-10-07,Abigail Jones,Books,South,Wholesale,56,823,American might ok customer defense produce fish.,46088
2327,2023-10-13,Michelle Armstrong,Groceries,South,Wholesale,98,305,Music less approach talk smile contain.,29890
2328,2021-05-31,Dwayne Edwards DDS,Electronics,South,Wholesale,10,467,And kind hold level recognize improve stock story response meeting let.,4670
2329,2024-02-27,Grace Kennedy,Toys,West,Online,67,4404,Natural information maintain agree father let year significant against six we lawyer one.,295068
2330,2020-03-26,Stephanie Hanna,Footwear,North,Retail,63,2816,Career use dark painting store everybody door fly marriage air month will shake resource.,177408
2331,2023-04-13,Ashley Jones,Electronics,North,Wholesale,25,3103,Baby view assume price make join same.,77575
2332,2023-05-01,Maria Stewart,Toys,East,Online,6,1160,Either parent including attack where industry future.,6960
2333,2020-11-06,Candace Butler,Groceries,West,Wholesale,47,396,War month find future or exactly there unit approach between.,18612
2334,2023-02-16,Zachary Steele,Footwear,South,Wholesale,55,2791,Positive bill down region significant staff young many establish.,153505
2335,2023-05-26,Abigail Garcia,Groceries,West,Wholesale,9,3769,Sense statement speech door program force civil.,33921
2336,2021-03-02,Johnathan Casey,Clothing,North,Retail,13,2239,Evening policy program movie state tree late.,29107
2337,2023-12-08,Kimberly Crane,Clothing,South,Online,56,1980,Show claim us new admit movement research born start do experience at.,110880
2338,2020-04-23,Steve Davis,Footwear,West,Wholesale,48,1667,Get ready owner list across attention inside woman interest.,80016
2339,2023-03-14,Kristin Carney,Groceries,East,Wholesale,64,3379,Option detail call though set star voice thought.,216256
2340,2024-04-10,Sharon Butler,Footwear,West,Retail,49,3045,City its challenge true plant be.,149205
2341,2020-10-29,Cheryl Fernandez,Books,South,Retail,24,4336,Parent draw management need newspaper enough former war building where those evening.,104064
2342,2022-01-13,Sherry Page,Groceries,South,Wholesale,24,1896,Nation sit matter kind sort day experience grow skin paper relationship.,45504
2343,2021-08-10,Mark Ortiz,Groceries,South,Online,80,3565,Skill moment section glass inside cut.,285200
2344,2022-09-13,James Robinson,Footwear,West,Online,25,813,Data environment likely car determine thus large soldier.,20325
2345,2020-12-10,Pamela Conway,Furniture,West,Retail,3,1721,Form hear old blood despite according.,5163
2346,2022-03-24,Bryan Mejia,Footwear,West,Wholesale,22,209,Hotel word certainly develop close month carry college those.,4598
2347,2022-03-11,Paul Rose II,Books,South,Retail,32,581,That beyond music send ball soldier whether toward poor continue central throughout.,18592
2348,2022-10-21,Jennifer Brown MD,Books,North,Retail,79,3399,Artist human too huge serious adult.,268521
2349,2023-03-16,Elizabeth Dickson,Toys,West,Retail,47,1741,Challenge important nature in rest plan.,81827
2350,2023-08-03,Rachel Acevedo,Clothing,North,Wholesale,76,3780,Fine today born himself if ability.,287280
2351,2022-12-12,Sandra Coleman,Clothing,South,Retail,25,3431,Pretty both strong keep strategy stock.,85775
2352,2023-08-20,William Thomas,Clothing,South,Online,37,614,Keep maybe finish key agency again security action include charge sign hotel.,22718
2353,2022-12-28,Laura Castillo,Electronics,South,Retail,16,4076,Best note daughter thus course body security thank.,65216
2354,2020-12-26,Gerald Walker,Books,South,Online,66,340,Statement key reveal happen suggest high picture argue yard offer drug institution six long.,22440
2355,2024-06-13,Mary Davidson,Furniture,East,Retail,82,3456,Site little case seek worry result security almost tell small with however.,283392
2356,2023-05-28,David Robbins,Clothing,South,Retail,88,1044,Establish about foot respond full quality more guess east improve current eat no.,91872
2357,2022-10-06,Kathleen Obrien,Clothing,West,Retail,51,4228,Seven south model need likely reduce.,215628
2358,2021-12-04,Ruth Patel,Clothing,North,Wholesale,95,651,Her computer enter recent make threat become.,61845
2359,2021-07-28,Maureen Dunn,Clothing,South,Online,34,2770,Receive behavior piece plan only share.,94180
2360,2024-05-27,Tina Fisher,Clothing,South,Retail,36,2756,Kid unit oil thus exist career participant over.,99216
2361,2023-03-30,Tara Glenn,Electronics,East,Retail,76,2817,Dinner ground need property less for later.,214092
2362,2023-01-17,Alexandra Ellis,Furniture,South,Online,67,1593,Leader federal million fly seem ready prevent necessary.,106731
2363,2021-11-18,Adam Haynes,Books,West,Online,62,3738,Pretty century evening generation compare me culture return career increase.,231756
2364,2022-02-19,Tracy Camacho,Furniture,West,Wholesale,17,2032,Former care shake around something describe possible to other from.,34544
2365,2021-08-07,Kevin Munoz,Groceries,East,Retail,77,3960,Piece huge base how level yet.,304920
2366,2021-08-11,Karen Willis,Toys,South,Wholesale,99,4114,Culture kind under box worker if couple.,407286
2367,2023-03-28,Anthony Rogers,Books,West,Online,41,1178,Rate garden nothing part would show green hope while work floor open.,48298
2368,2021-05-03,Howard Bishop,Clothing,North,Online,96,3859,Reveal writer buy event maybe full face couple end fire level.,370464
2369,2022-08-28,Sandra Savage,Groceries,West,Online,53,1360,War ago letter mean collection arm book threat agent.,72080
2370,2023-09-09,Nicholas Good,Toys,East,Retail,84,3568,Eye life section officer tree board season sport.,299712
2371,2024-06-21,Andrea Perez,Groceries,West,Online,84,2923,Pattern pressure last letter whatever push stay.,245532
2372,2023-11-05,Cheryl Adkins,Footwear,West,Wholesale,52,1097,Piece already indicate sit take newspaper blood deal again language plant million get.,57044
2373,2023-01-30,Ms. Dana Johnson,Groceries,South,Online,79,2547,Within peace rule finish since alone.,201213
2374,2021-05-08,Patty Rodriguez,Groceries,,Wholesale,17,2842,Husband say cell particularly reach everybody company minute us near thousand.,48314
2375,2024-06-25,Michael Duncan,Clothing,West,Wholesale,32,247,Just college across result wrong some whose national apply both rule huge amount.,7904
2376,2020-01-19,Angela Watkins,Footwear,North,Wholesale,66,3356,End future special interesting another month against majority.,221496
2377,2024-01-17,Olivia Forbes,Toys,North,Retail,43,2001,Scene purpose drive even trouble dog technology conference run most start.,86043
2378,2024-02-14,Kimberly George,Groceries,North,Wholesale,16,1707,Free Congress last hotel including success.,27312
2379,2024-06-05,Benjamin Taylor,Furniture,South,Online,82,4876,Various education ground deep laugh eat player challenge raise TV there lead close.,399832
2380,2021-01-31,Dave Williams,Clothing,West,Online,90,3082,Fact up scientist central you tend right everybody really type address determine pick.,277380
2381,2022-09-27,Daniel Rosales,Groceries,West,Online,80,3255,There lot identify yard believe I very feel more these home Democrat themselves.,260400
2382,2023-07-26,Bryan Willis,Groceries,West,Retail,97,279,Employee strategy coach Congress chair move middle sort.,27063
2383,2022-04-30,Brittany Rodriguez,Footwear,North,Wholesale,63,2823,Party day war laugh future no senior probably security state lot remember.,177849
2384,2023-10-20,Vicki Myers,Furniture,North,Online,93,947,Physical charge rule marriage business race trouble rest.,88071
2385,2023-09-16,Megan Huber,Toys,East,Wholesale,56,4787,Focus religious nature sing so field half plan top team side compare.,268072
2386,2023-09-29,Jeffery Rojas,Electronics,East,Wholesale,69,74,Could budget get fact someone defense candidate value them once field.,5106
2387,2022-04-01,Stephen Harrington,Electronics,South,Retail,2,3703,Student kid federal subject agree other.,7406
2388,2021-03-30,Michael Hartman,Furniture,North,Wholesale,67,3511,Air ability order get theory reduce leg weight thought technology others.,235237
2389,2024-06-12,Kristin Yang,Toys,West,Wholesale,42,4563,Way ten part air look company century billion assume personal education right.,191646
2390,2021-12-25,April Mendez,Electronics,North,Wholesale,8,2148,Son the teach behind wonder face manager return vote deep draw by thus Republican.,17184
2391,2022-12-24,Jonathon Kaiser,Books,South,Retail,52,4844,Program recently camera laugh special push mission war perhaps find.,251888
